DonorID,Name,Phone,Email,City,SignupDate,Past_Donations,Reliability_Score,Last_Feedback,Flagged
D01194,Donor 1194,+917778197615,donor1194@example.com,Bengaluru,2023-09-11,3,0.93,3,False
D01195,Donor 1195,+917627963449,donor1195@example.com,Surat,2023-06-02,12,0.76,4,False
D01196,Donor 1196,+919720045617,donor1196@example.com,Bengaluru,2023-01-19,1,0.85,3,False
D01197,Donor 1197,+918306915575,donor1197@example.com,Pune,2023-08-16,1,0.88,3,False
D01198,Donor 1198,+917204253178,donor1198@example.com,Delhi,2023-10-03,11,0.93,3,False
D01199,Donor 1199,+919604991420,donor1199@example.com,Delhi,2023-02-11,15,0.36,1,False
D01200,Donor 1200,+917416127433,donor1200@example.com,Delhi,2024-03-17,15,0.84,5,False
D01201,Donor 1201,+918552136590,donor1201@example.com,Chennai,2023-01-14,4,0.83,5,False
D01202,Donor 1202,+917456836428,donor1202@example.com,Delhi,2024-06-25,8,0.8,3,False
D01203,Donor 1203,+917423644452,donor1203@example.com,Bengaluru,2023-05-04,6,0.8,3,False
D01204,Donor 1204,+917549034032,donor1204@example.com,Mumbai,2023-12-18,6,0.88,3,False
D01205,Donor 1205,+917504353435,donor1205@example.com,Bengaluru,2024-03-04,11,0.97,4,False
D01206,Donor 1206,+917553768344,donor1206@example.com,Delhi,2023-03-11,0,0.79,4,False
D01207,Donor 1207,+919286940583,donor1207@example.com,Bengaluru,2023-02-16,11,0.52,3,False
D01208,Donor 1208,+919607983102,donor1208@example.com,Delhi,2023-03-18,12,0.89,4,False
D01209,Donor 1209,+919202440657,donor1209@example.com,Kolkata,2023-07-31,11,0.48,2,True
D01210,Donor 1210,+917511545211,donor1210@example.com,Delhi,2024-05-30,7,0.82,3,False
D01211,Donor 1211,+918192955079,donor1211@example.com,Mumbai,2023-08-18,9,0.76,3,False
D01212,Donor 1212,+917499010108,donor1212@example.com,Delhi,2023-10-04,7,1.0,3,False
D01213,Donor 1213,+919359118468,donor1213@example.com,Jaipur,2023-12-22,11,0.83,4,False
D01214,Donor 1214,+917044702838,donor1214@example.com,Mumbai,2023-05-17,9,0.83,4,False
D01215,Donor 1215,+919505087861,donor1215@example.com,Surat,2023-08-13,0,0.88,3,False
D01216,Donor 1216,+918154459322,donor1216@example.com,Delhi,2024-01-27,6,0.95,3,False
D01217,Donor 1217,+917402400053,donor1217@example.com,Ahmedabad,2024-02-09,13,0.84,4,False
D01218,Donor 1218,+917774840615,donor1218@example.com,Bengaluru,2023-07-05,5,0.8,5,False
D01219,Donor 1219,+917806801100,donor1219@example.com,Hyderabad,2023-10-16,5,0.95,3,False
D01220,Donor 1220,+917430500889,donor1220@example.com,Surat,2023-05-27,14,0.98,5,False
D01221,Donor 1221,+917088974176,donor1221@example.com,Delhi,2024-06-23,0,0.9,3,False
D01222,Donor 1222,+917612615256,donor1222@example.com,Mumbai,2023-01-14,4,0.81,5,False
D01223,Donor 1223,+917364922725,donor1223@example.com,Kolkata,2023-01-14,3,0.89,3,False
D01224,Donor 1224,+919056895862,donor1224@example.com,Delhi,2023-05-23,14,0.95,3,False
D01225,Donor 1225,+917191237069,donor1225@example.com,Mumbai,2023-09-07,8,0.91,3,False
D01226,Donor 1226,+917103082975,donor1226@example.com,Ahmedabad,2023-10-31,13,0.79,3,False
D01227,Donor 1227,+918652462049,donor1227@example.com,Kolkata,2024-03-13,9,0.81,5,False
D01228,Donor 1228,+918210383091,donor1228@example.com,Jaipur,2023-04-26,3,0.81,4,False
D01229,Donor 1229,+917186173244,donor1229@example.com,Ahmedabad,2023-03-20,11,0.98,5,False
D01230,Donor 1230,+917645190143,donor1230@example.com,Hyderabad,2023-06-04,10,0.9,5,False
D01231,Donor 1231,+919144265769,donor1231@example.com,Delhi,2023-11-05,11,0.97,5,False
D01232,Donor 1232,+917638416586,donor1232@example.com,Kolkata,2024-01-13,2,0.95,5,False
D01233,Donor 1233,+919054849838,donor1233@example.com,Chennai,2023-05-31,14,0.93,3,False
D01234,Donor 1234,+917547761887,donor1234@example.com,Delhi,2023-04-26,8,0.79,3,False
D01235,Donor 1235,+919584467005,donor1235@example.com,Surat,2024-01-30,13,0.87,5,False
D01236,Donor 1236,+919313901761,donor1236@example.com,Bengaluru,2023-12-08,7,0.85,5,False
D01237,Donor 1237,+918811792265,donor1237@example.com,Pune,2024-05-19,7,0.85,5,False
D01238,Donor 1238,+918556489455,donor1238@example.com,Kolkata,2023-08-13,0,0.8,5,False
D01239,Donor 1239,+917598500581,donor1239@example.com,Delhi,2024-04-30,1,0.98,4,False
D01240,Donor 1240,+917239941198,donor1240@example.com,Kolkata,2024-04-16,13,0.81,5,False
D01241,Donor 1241,+918824110165,donor1241@example.com,Mumbai,2023-05-22,4,0.84,4,False
D01242,Donor 1242,+917679348721,donor1242@example.com,Pune,2023-02-25,2,0.87,3,False
D01243,Donor 1243,+918788831866,donor1243@example.com,Pune,2023-05-31,7,0.77,3,False
D01244,Donor 1244,+918906852233,donor1244@example.com,Hyderabad,2023-07-06,9,0.87,5,False
D01245,Donor 1245,+917745521284,donor1245@example.com,Mumbai,2023-01-14,1,0.97,5,False
D01246,Donor 1246,+919380081556,donor1246@example.com,Kolkata,2023-06-14,13,0.92,5,False
D01247,Donor 1247,+917394864371,donor1247@example.com,Mumbai,2023-09-22,7,0.86,5,False
D01248,Donor 1248,+917788958738,donor1248@example.com,Delhi,2024-01-22,12,0.9,5,False
D01249,Donor 1249,+918595486432,donor1249@example.com,Mumbai,2023-03-21,12,0.96,5,False
D01250,Donor 1250,+918440839808,donor1250@example.com,Pune,2024-03-10,3,0.77,3,False
D01251,Donor 1251,+918327660794,donor1251@example.com,Pune,2023-09-03,3,0.77,3,False
D01252,Donor 1252,+919425783849,donor1252@example.com,Surat,2023-07-26,7,0.82,3,False
D01253,Donor 1253,+918212908107,donor1253@example.com,Surat,2024-05-10,7,0.58,2,True
D01254,Donor 1254,+919897756110,donor1254@example.com,Surat,2024-05-27,12,0.93,3,False
D01255,Donor 1255,+917101727620,donor1255@example.com,Chennai,2023-12-06,3,0.88,5,False
D01256,Donor 1256,+918989026093,donor1256@example.com,Mumbai,2024-01-27,1,0.82,3,False
D01257,Donor 1257,+919154441133,donor1257@example.com,Mumbai,2023-04-06,4,0.94,5,False
D01258,Donor 1258,+918850707619,donor1258@example.com,Delhi,2024-06-19,4,0.83,3,False
D01259,Donor 1259,+919136844280,donor1259@example.com,Pune,2024-02-01,2,0.99,3,False
D01260,Donor 1260,+917374382356,donor1260@example.com,Jaipur,2023-01-16,9,0.89,4,False
D01261,Donor 1261,+918560483032,donor1261@example.com,Delhi,2023-04-07,9,0.79,4,False
D01262,Donor 1262,+918099624585,donor1262@example.com,Bengaluru,2023-04-02,14,0.81,4,False
D01263,Donor 1263,+918722020827,donor1263@example.com,Kolkata,2023-05-24,15,0.76,4,False
D01264,Donor 1264,+919173006186,donor1264@example.com,Hyderabad,2023-05-13,10,0.84,4,False
D01265,Donor 1265,+919408619421,donor1265@example.com,Delhi,2023-09-27,1,0.94,3,False
D01266,Donor 1266,+917957998014,donor1266@example.com,Kolkata,2023-06-08,5,0.89,4,False
D01267,Donor 1267,+918996528430,donor1267@example.com,Ahmedabad,2024-04-18,14,0.91,3,False
D01268,Donor 1268,+918411844389,donor1268@example.com,Mumbai,2023-03-29,12,0.94,3,False
D01269,Donor 1269,+917491028289,donor1269@example.com,Chennai,2023-11-21,15,0.8,4,False
D01270,Donor 1270,+919440428643,donor1270@example.com,Delhi,2024-04-10,15,0.79,3,False
D01271,Donor 1271,+917916635497,donor1271@example.com,Surat,2024-01-25,11,0.95,3,False
D01272,Donor 1272,+917359021850,donor1272@example.com,Pune,2023-08-05,13,0.82,3,False
D01273,Donor 1273,+918802691665,donor1273@example.com,Bengaluru,2023-03-12,9,0.97,5,False
D01274,Donor 1274,+918468961055,donor1274@example.com,Ahmedabad,2023-08-08,1,0.77,4,False
D01275,Donor 1275,+917690154672,donor1275@example.com,Bengaluru,2023-06-18,13,0.87,5,False
D01276,Donor 1276,+919564647996,donor1276@example.com,Pune,2024-03-23,12,0.96,3,False
D01277,Donor 1277,+918359422830,donor1277@example.com,Kolkata,2023-03-21,10,0.92,3,False
D01278,Donor 1278,+919894573076,donor1278@example.com,Mumbai,2023-06-04,15,0.97,4,False
D01279,Donor 1279,+919724267917,donor1279@example.com,Kolkata,2023-09-27,14,0.99,4,False
D01280,Donor 1280,+917713398481,donor1280@example.com,Bengaluru,2023-04-10,6,0.86,5,False
D01281,Donor 1281,+917061723044,donor1281@example.com,Pune,2024-01-22,6,0.99,4,False
D01282,Donor 1282,+919143749872,donor1282@example.com,Kolkata,2024-01-08,9,0.88,5,False
D01283,Donor 1283,+918442364344,donor1283@example.com,Bengaluru,2024-04-11,11,0.96,3,False
D01284,Donor 1284,+918872073865,donor1284@example.com,Mumbai,2023-06-30,5,0.89,4,False
D01285,Donor 1285,+917445869324,donor1285@example.com,Chennai,2023-10-19,3,1.0,3,False
D01286,Donor 1286,+919339613607,donor1286@example.com,Chennai,2023-01-17,3,0.87,3,False
D01287,Donor 1287,+917909979573,donor1287@example.com,Kolkata,2024-03-30,1,0.92,3,False
D01288,Donor 1288,+918505874284,donor1288@example.com,Jaipur,2024-04-10,6,0.96,4,False
D01289,Donor 1289,+917961800379,donor1289@example.com,Delhi,2024-02-27,12,0.75,5,False
D01290,Donor 1290,+918781193901,donor1290@example.com,Ahmedabad,2023-10-18,8,0.83,5,False
D01291,Donor 1291,+918608060414,donor1291@example.com,Mumbai,2023-09-05,13,0.76,5,False
D01292,Donor 1292,+917827470134,donor1292@example.com,Surat,2023-11-22,13,0.81,5,False
D01293,Donor 1293,+917746109986,donor1293@example.com,Pune,2024-02-07,13,0.78,4,False
D01294,Donor 1294,+919165767532,donor1294@example.com,Chennai,2023-11-22,7,0.77,3,False
D01295,Donor 1295,+917400571893,donor1295@example.com,Delhi,2024-02-06,5,0.99,3,False
D01296,Donor 1296,+917338325319,donor1296@example.com,Hyderabad,2024-03-23,4,0.76,5,False
D01297,Donor 1297,+918538119509,donor1297@example.com,Pune,2024-01-27,4,1.0,3,False
D01298,Donor 1298,+918623957015,donor1298@example.com,Kolkata,2023-09-03,9,0.8,4,False
D01299,Donor 1299,+919488308936,donor1299@example.com,Pune,2023-02-22,4,0.91,3,False
D01300,Donor 1300,+917775790050,donor1300@example.com,Delhi,2023-04-24,3,0.78,3,False
D01301,Donor 1301,+917094304472,donor1301@example.com,Bengaluru,2023-03-21,6,0.85,4,False
D01302,Donor 1302,+918346837053,donor1302@example.com,Bengaluru,2023-03-17,2,0.8,5,False
D01303,Donor 1303,+919711040924,donor1303@example.com,Hyderabad,2024-04-06,0,0.98,5,False
D01304,Donor 1304,+919347125656,donor1304@example.com,Pune,2023-02-02,11,0.87,3,False
D01305,Donor 1305,+917098948193,donor1305@example.com,Mumbai,2023-06-12,3,0.8,5,False
D01306,Donor 1306,+918406772445,donor1306@example.com,Delhi,2024-06-08,11,0.78,3,False
D01307,Donor 1307,+917395007463,donor1307@example.com,Bengaluru,2023-08-14,4,0.82,4,False
D01308,Donor 1308,+917829161660,donor1308@example.com,Jaipur,2023-10-29,15,0.86,4,False
D01309,Donor 1309,+919523632103,donor1309@example.com,Mumbai,2023-06-27,8,0.99,4,False
D01310,Donor 1310,+919561216903,donor1310@example.com,Bengaluru,2023-06-19,15,0.86,5,False
D01311,Donor 1311,+918606148055,donor1311@example.com,Pune,2023-10-06,12,0.86,5,False
D01312,Donor 1312,+918760113112,donor1312@example.com,Delhi,2023-03-07,1,0.99,4,False
D01313,Donor 1313,+917798498372,donor1313@example.com,Delhi,2024-06-27,3,0.79,4,False
D01314,Donor 1314,+917525289999,donor1314@example.com,Chennai,2023-09-09,11,0.84,3,False
D01315,Donor 1315,+917999218737,donor1315@example.com,Chennai,2023-11-23,6,0.87,5,False
D01316,Donor 1316,+918194209083,donor1316@example.com,Mumbai,2023-03-09,6,0.88,5,False
D01317,Donor 1317,+918374911007,donor1317@example.com,Bengaluru,2023-03-18,13,0.92,3,False
D01318,Donor 1318,+917512213630,donor1318@example.com,Delhi,2023-07-21,15,0.76,3,False
D01319,Donor 1319,+917076606312,donor1319@example.com,Mumbai,2024-04-08,12,0.81,5,False
D01320,Donor 1320,+919265654028,donor1320@example.com,Bengaluru,2023-01-05,12,0.76,3,False
D01321,Donor 1321,+918179713907,donor1321@example.com,Hyderabad,2023-12-12,20,0.33,2,False
D01322,Donor 1322,+918281806415,donor1322@example.com,Mumbai,2023-12-21,10,0.87,5,False
D01323,Donor 1323,+917441280475,donor1323@example.com,Jaipur,2024-04-10,3,0.96,3,False
D01324,Donor 1324,+919953214817,donor1324@example.com,Delhi,2023-08-18,4,0.78,5,False
D01325,Donor 1325,+919308795602,donor1325@example.com,Kolkata,2024-03-22,6,0.93,3,False
D01326,Donor 1326,+917322303683,donor1326@example.com,Jaipur,2023-02-23,1,0.78,4,False
D01327,Donor 1327,+917591688985,donor1327@example.com,Mumbai,2023-12-04,12,0.82,5,False
D01328,Donor 1328,+918775083865,donor1328@example.com,Ahmedabad,2024-04-16,4,0.94,5,False
D01329,Donor 1329,+918204917020,donor1329@example.com,Hyderabad,2024-04-02,7,0.89,4,False
D01330,Donor 1330,+918040998085,donor1330@example.com,Delhi,2024-05-09,9,0.93,5,False
D01331,Donor 1331,+917928294769,donor1331@example.com,Mumbai,2023-07-30,15,0.77,4,False
D01332,Donor 1332,+919266216479,donor1332@example.com,Pune,2024-01-30,10,0.8,5,False
D01333,Donor 1333,+917558605632,donor1333@example.com,Mumbai,2023-11-17,4,0.96,3,False
D01334,Donor 1334,+918193306988,donor1334@example.com,Mumbai,2024-01-08,6,0.95,4,False
D01335,Donor 1335,+917473301871,donor1335@example.com,Kolkata,2023-06-18,3,0.79,3,False
D01336,Donor 1336,+918511643051,donor1336@example.com,Bengaluru,2023-01-17,0,0.87,4,False
D01337,Donor 1337,+918850479873,donor1337@example.com,Delhi,2023-05-02,13,0.8,5,False
D01338,Donor 1338,+918815003262,donor1338@example.com,Pune,2023-12-08,11,0.77,3,False
D01339,Donor 1339,+918862148968,donor1339@example.com,Bengaluru,2023-10-29,8,0.88,3,False
D01340,Donor 1340,+917153278605,donor1340@example.com,Mumbai,2023-02-21,3,0.8,5,False
D01341,Donor 1341,+917435098559,donor1341@example.com,Delhi,2023-09-30,8,0.38,1,False
D01342,Donor 1342,+919561146530,donor1342@example.com,Delhi,2023-10-02,6,0.84,4,False
D01343,Donor 1343,+919954662289,donor1343@example.com,Kolkata,2023-01-04,15,0.93,3,False
D01344,Donor 1344,+917609170886,donor1344@example.com,Ahmedabad,2023-06-24,5,0.8,3,False
D01345,Donor 1345,+917733258760,donor1345@example.com,Ahmedabad,2024-04-30,5,0.99,5,False
D01346,Donor 1346,+918063049197,donor1346@example.com,Bengaluru,2023-01-10,15,0.9,4,False
D01347,Donor 1347,+917718568378,donor1347@example.com,Bengaluru,2023-04-23,9,0.96,3,False
D01348,Donor 1348,+919343828402,donor1348@example.com,Chennai,2023-04-07,10,0.86,4,False
D01349,Donor 1349,+918433397518,donor1349@example.com,Delhi,2024-05-13,0,0.96,5,False
D01350,Donor 1350,+917945990607,donor1350@example.com,Bengaluru,2024-05-10,0,0.79,5,False
D01351,Donor 1351,+918849930521,donor1351@example.com,Hyderabad,2023-05-26,7,0.89,4,False
D01352,Donor 1352,+919692479387,donor1352@example.com,Jaipur,2023-07-31,12,0.91,5,False
D01353,Donor 1353,+918792265280,donor1353@example.com,Delhi,2024-04-05,11,0.97,4,False
D01354,Donor 1354,+918954328975,donor1354@example.com,Bengaluru,2023-11-13,15,0.55,3,True
D01355,Donor 1355,+919002818294,donor1355@example.com,Hyderabad,2023-12-22,0,0.87,5,False
D01356,Donor 1356,+918265841695,donor1356@example.com,Delhi,2023-06-03,5,0.83,3,False
D01357,Donor 1357,+918848222489,donor1357@example.com,Delhi,2024-04-09,3,0.76,4,False
D01358,Donor 1358,+919156044526,donor1358@example.com,Chennai,2023-01-01,11,0.97,5,False
D01359,Donor 1359,+919513521517,donor1359@example.com,Mumbai,2023-06-08,4,1.0,3,False
D01360,Donor 1360,+917421502469,donor1360@example.com,Bengaluru,2023-10-25,16,0.37,2,False
D01361,Donor 1361,+919483210174,donor1361@example.com,Delhi,2023-11-06,13,0.92,3,False
D01362,Donor 1362,+919433808024,donor1362@example.com,Mumbai,2023-07-24,6,0.83,5,False
D01363,Donor 1363,+919981280198,donor1363@example.com,Bengaluru,2024-04-17,13,0.77,4,False
D01364,Donor 1364,+918981199619,donor1364@example.com,Jaipur,2024-05-30,13,0.87,3,False
D01365,Donor 1365,+918042155155,donor1365@example.com,Delhi,2023-01-28,4,0.9,5,False
D01366,Donor 1366,+917540890313,donor1366@example.com,Kolkata,2024-06-08,9,0.76,4,False
D01367,Donor 1367,+918160392103,donor1367@example.com,Mumbai,2023-01-07,14,0.96,5,False
D01368,Donor 1368,+917261412194,donor1368@example.com,Hyderabad,2023-04-20,9,0.89,3,False
D01369,Donor 1369,+917585845375,donor1369@example.com,Jaipur,2024-06-07,4,0.89,3,False
D01370,Donor 1370,+917861999412,donor1370@example.com,Pune,2023-06-08,0,0.95,3,False
D01371,Donor 1371,+917444988777,donor1371@example.com,Delhi,2023-03-10,3,0.88,4,False
D01372,Donor 1372,+919077559531,donor1372@example.com,Delhi,2023-01-26,1,0.98,3,False
D01373,Donor 1373,+918856944992,donor1373@example.com,Pune,2023-08-29,14,0.96,3,False
D01374,Donor 1374,+919347977123,donor1374@example.com,Chennai,2023-01-23,7,0.79,3,False
D01375,Donor 1375,+919867748200,donor1375@example.com,Bengaluru,2024-05-02,3,0.99,4,False
D01376,Donor 1376,+917636370429,donor1376@example.com,Kolkata,2024-02-05,3,0.87,3,False
D01377,Donor 1377,+919770722000,donor1377@example.com,Delhi,2023-10-18,12,0.75,5,False
D01378,Donor 1378,+918968599025,donor1378@example.com,Bengaluru,2024-03-31,11,0.99,4,False
D01379,Donor 1379,+918677718709,donor1379@example.com,Hyderabad,2023-01-10,6,0.84,5,False
D01380,Donor 1380,+918973459061,donor1380@example.com,Pune,2023-03-06,11,0.91,5,False
D01381,Donor 1381,+919770829463,donor1381@example.com,Mumbai,2023-05-24,9,0.98,4,False
D01382,Donor 1382,+919829975866,donor1382@example.com,Ahmedabad,2024-01-21,5,0.89,5,False
D01383,Donor 1383,+917290210829,donor1383@example.com,Kolkata,2023-09-23,11,0.9,3,False
D01384,Donor 1384,+918390106458,donor1384@example.com,Hyderabad,2023-01-31,3,0.87,3,False
D01385,Donor 1385,+918804127440,donor1385@example.com,Delhi,2023-08-31,5,0.93,3,False
D01386,Donor 1386,+918607701218,donor1386@example.com,Mumbai,2023-03-05,1,0.96,5,False
D01387,Donor 1387,+919464364864,donor1387@example.com,Surat,2023-01-31,14,0.84,5,False
D01388,Donor 1388,+917696169460,donor1388@example.com,Delhi,2023-07-24,14,0.92,4,False
D01389,Donor 1389,+917874195977,donor1389@example.com,Hyderabad,2024-06-25,0,0.91,3,False
D01390,Donor 1390,+918463343954,donor1390@example.com,Kolkata,2023-05-24,13,0.89,3,False
D01391,Donor 1391,+918512283986,donor1391@example.com,Bengaluru,2024-06-24,6,0.89,4,False
D01392,Donor 1392,+917546287106,donor1392@example.com,Pune,2023-05-22,12,0.97,5,False
D01393,Donor 1393,+917096819216,donor1393@example.com,Bengaluru,2023-11-02,7,0.76,3,False
D01394,Donor 1394,+918237246941,donor1394@example.com,Kolkata,2023-10-24,11,0.77,3,False
D01395,Donor 1395,+919995816594,donor1395@example.com,Mumbai,2024-07-01,9,0.85,3,False
D01396,Donor 1396,+918436843691,donor1396@example.com,Delhi,2024-04-27,1,0.83,3,False
D01397,Donor 1397,+917267698902,donor1397@example.com,Hyderabad,2023-05-23,10,0.98,3,False
D01398,Donor 1398,+918787737944,donor1398@example.com,Mumbai,2024-05-20,1,0.84,5,False
D01399,Donor 1399,+917152901187,donor1399@example.com,Mumbai,2023-03-24,4,0.82,4,False
D01400,Donor 1400,+917978200864,donor1400@example.com,Chennai,2024-06-03,13,0.87,3,False
D01401,Donor 1401,+919928915225,donor1401@example.com,Kolkata,2023-02-26,6,0.88,5,False
D01402,Donor 1402,+918845627528,donor1402@example.com,Hyderabad,2023-01-19,12,0.94,5,False
D01403,Donor 1403,+918579296724,donor1403@example.com,Pune,2024-03-13,14,0.78,4,False
D01404,Donor 1404,+917043162941,donor1404@example.com,Mumbai,2023-07-18,1,0.81,3,False
D01405,Donor 1405,+917244313440,donor1405@example.com,Delhi,2024-02-27,0,0.97,3,False
D01406,Donor 1406,+919814101010,donor1406@example.com,Delhi,2023-02-28,9,0.76,3,False
D01407,Donor 1407,+917328040454,donor1407@example.com,Hyderabad,2023-10-27,15,0.91,4,False
D01408,Donor 1408,+918904997690,donor1408@example.com,Kolkata,2023-07-30,11,0.97,5,False
D01409,Donor 1409,+918149055160,donor1409@example.com,Delhi,2023-11-06,9,0.97,4,False
D01410,Donor 1410,+917874261776,donor1410@example.com,Delhi,2024-05-30,18,0.51,1,False
D01411,Donor 1411,+917609718865,donor1411@example.com,Hyderabad,2024-06-17,6,0.78,3,False
D01412,Donor 1412,+917144981696,donor1412@example.com,Mumbai,2023-08-29,14,0.99,4,False
D01413,Donor 1413,+918648993670,donor1413@example.com,Kolkata,2023-10-12,2,0.76,4,False
D01414,Donor 1414,+919834359264,donor1414@example.com,Delhi,2023-01-20,1,0.81,4,False
D01415,Donor 1415,+917111635207,donor1415@example.com,Delhi,2024-06-29,1,0.89,5,False
D01416,Donor 1416,+919669453268,donor1416@example.com,Delhi,2023-12-11,6,0.94,4,False
D01417,Donor 1417,+918234452933,donor1417@example.com,Jaipur,2024-03-13,12,0.99,5,False
D01418,Donor 1418,+918023176784,donor1418@example.com,Delhi,2024-04-19,8,0.79,3,False
D01419,Donor 1419,+919331327810,donor1419@example.com,Delhi,2023-01-16,8,0.77,4,False
D01420,Donor 1420,+919804747252,donor1420@example.com,Hyderabad,2023-12-12,8,0.84,5,False
D01421,Donor 1421,+918906143791,donor1421@example.com,Kolkata,2023-01-13,10,0.96,4,False
D01422,Donor 1422,+919390614928,donor1422@example.com,Pune,2023-01-18,6,0.59,1,False
D01423,Donor 1423,+918348733670,donor1423@example.com,Pune,2024-02-23,2,0.82,3,False
D01424,Donor 1424,+917976756811,donor1424@example.com,Bengaluru,2024-03-27,8,0.81,5,False
D01425,Donor 1425,+917791371313,donor1425@example.com,Hyderabad,2023-06-28,1,0.81,5,False
D01426,Donor 1426,+918112631668,donor1426@example.com,Delhi,2024-06-02,1,0.89,4,False
D01427,Donor 1427,+917332770383,donor1427@example.com,Delhi,2023-01-17,1,0.9,5,False
D01428,Donor 1428,+919924942568,donor1428@example.com,Pune,2024-03-30,7,0.8,4,False
D01429,Donor 1429,+918547420645,donor1429@example.com,Delhi,2023-03-15,9,0.79,4,False
D01430,Donor 1430,+917191600964,donor1430@example.com,Mumbai,2024-02-22,9,0.91,4,False
D01431,Donor 1431,+918627104076,donor1431@example.com,Jaipur,2023-06-03,11,0.54,3,False
D01432,Donor 1432,+917332050102,donor1432@example.com,Pune,2023-02-03,12,0.94,3,False
D01433,Donor 1433,+919266696479,donor1433@example.com,Mumbai,2024-05-30,13,0.88,3,False
D01434,Donor 1434,+918258705890,donor1434@example.com,Kolkata,2024-04-28,10,0.82,3,False
D01435,Donor 1435,+917495711899,donor1435@example.com,Delhi,2023-12-03,11,0.81,5,False
D01436,Donor 1436,+919171722069,donor1436@example.com,Delhi,2023-09-04,13,0.84,3,False
D01437,Donor 1437,+919445306350,donor1437@example.com,Bengaluru,2024-01-06,7,0.86,3,False
D01438,Donor 1438,+919600798828,donor1438@example.com,Hyderabad,2024-07-04,13,0.92,4,False
D01439,Donor 1439,+917637367028,donor1439@example.com,Bengaluru,2023-10-21,2,0.85,5,False
D01440,Donor 1440,+917066624635,donor1440@example.com,Kolkata,2024-05-21,6,0.97,3,False
D01441,Donor 1441,+917146353876,donor1441@example.com,Mumbai,2023-05-04,15,0.94,4,False
D01442,Donor 1442,+918666937500,donor1442@example.com,Bengaluru,2023-01-25,4,0.88,4,False
D01443,Donor 1443,+918445859871,donor1443@example.com,Mumbai,2023-12-29,7,0.93,5,False
D01444,Donor 1444,+919709402800,donor1444@example.com,Ahmedabad,2023-04-21,11,0.99,4,False
D01445,Donor 1445,+919532132885,donor1445@example.com,Hyderabad,2024-03-22,4,0.93,5,False
D01446,Donor 1446,+918376265912,donor1446@example.com,Bengaluru,2023-03-27,11,0.92,4,False
D01447,Donor 1447,+918277102223,donor1447@example.com,Mumbai,2023-06-30,8,0.99,4,False
D01448,Donor 1448,+917766290059,donor1448@example.com,Delhi,2023-12-16,13,0.82,3,False
D01449,Donor 1449,+917427205530,donor1449@example.com,Pune,2023-02-12,8,0.89,4,False
D01450,Donor 1450,+917727227199,donor1450@example.com,Delhi,2023-10-19,8,0.87,4,False
D01451,Donor 1451,+917888384398,donor1451@example.com,Mumbai,2023-09-23,7,0.92,5,False
D01452,Donor 1452,+917110712685,donor1452@example.com,Mumbai,2024-06-04,6,0.59,2,True
D01453,Donor 1453,+918949268238,donor1453@example.com,Bengaluru,2023-07-28,13,0.93,4,False
D01454,Donor 1454,+917587628970,donor1454@example.com,Mumbai,2023-04-23,13,0.87,4,False
D01455,Donor 1455,+919177806862,donor1455@example.com,Delhi,2023-04-30,7,0.93,4,False
D01456,Donor 1456,+917164741407,donor1456@example.com,Delhi,2023-10-10,2,0.93,4,False
D01457,Donor 1457,+918056191455,donor1457@example.com,Pune,2023-04-13,1,0.99,3,False
D01458,Donor 1458,+917803609225,donor1458@example.com,Bengaluru,2024-01-21,8,0.87,5,False
D01459,Donor 1459,+917919935099,donor1459@example.com,Kolkata,2024-05-23,2,0.99,3,False
D01460,Donor 1460,+919954858727,donor1460@example.com,Mumbai,2024-03-20,6,0.93,4,False
D01461,Donor 1461,+917773370411,donor1461@example.com,Hyderabad,2024-01-25,11,0.87,4,False
D01462,Donor 1462,+918533852538,donor1462@example.com,Delhi,2023-08-26,15,0.95,5,False
D01463,Donor 1463,+918233821085,donor1463@example.com,Ahmedabad,2024-05-07,3,0.99,4,False
D01464,Donor 1464,+918369690651,donor1464@example.com,Bengaluru,2024-04-02,13,0.78,5,False
D01465,Donor 1465,+919100987942,donor1465@example.com,Bengaluru,2023-04-27,4,0.94,5,False
D01466,Donor 1466,+918388099149,donor1466@example.com,Mumbai,2024-02-26,13,0.45,2,False
D01467,Donor 1467,+917234648513,donor1467@example.com,Delhi,2023-11-22,14,0.86,4,False
D01468,Donor 1468,+919458893230,donor1468@example.com,Bengaluru,2024-05-12,1,0.83,3,False
D01469,Donor 1469,+918415982761,donor1469@example.com,Pune,2024-07-02,3,0.99,3,False
D01470,Donor 1470,+918514837678,donor1470@example.com,Delhi,2023-01-21,2,0.95,5,False
D01471,Donor 1471,+919300808886,donor1471@example.com,Surat,2023-03-06,11,0.41,2,True
D01472,Donor 1472,+918068174452,donor1472@example.com,Delhi,2023-08-23,11,0.83,3,False
D01473,Donor 1473,+917181613409,donor1473@example.com,Chennai,2023-02-06,3,0.88,3,False
D01474,Donor 1474,+918622882315,donor1474@example.com,Kolkata,2023-10-17,12,0.31,3,True
D01475,Donor 1475,+919166852486,donor1475@example.com,Mumbai,2024-02-15,8,0.97,5,False
D01476,Donor 1476,+919601425534,donor1476@example.com,Mumbai,2024-03-01,9,0.33,2,False
D01477,Donor 1477,+917428118990,donor1477@example.com,Bengaluru,2023-11-28,0,0.83,4,False
D01478,Donor 1478,+918196397061,donor1478@example.com,Bengaluru,2024-04-27,2,0.81,4,False
D01479,Donor 1479,+918690693165,donor1479@example.com,Bengaluru,2023-10-19,12,0.75,4,False
